,0,1,2
96,"[-1.612163522988801, -1.622320847362523, -1.63383164700145, -1.6441965501385378, -1.6547707764061736, -1.6655028245973038, -1.664883042695244, -1.6961380383095341, -1.7071241224280196, -1.7161126667729216]","[-1.6149773721005103, -1.6242786685358068, -1.6325443324054858, -1.6411114011313102, -1.6495084522645256, -1.6472314325980177, -1.6711347540728083, -1.6665445198192528, -1.6505040735825232, -1.657127995498412]","[-1.6157947078444748, -1.6239489752896814, -1.6318899428569464, -1.641110646361926, -1.6376306175351827, -1.6618341955453841, -1.6447003114134757, -1.6281754600913017, -1.6667218434721915, -1.357271783343026]"
97,"[-1.511587509851928, -1.5266347257085398, -1.5423459196128204, -1.5582938799299553, -1.5731491017751649, -1.5852872579954818, -1.5830078692771747, -1.619886563126023, -1.6326835108585909, -1.6390019450001672]","[-1.506469037758994, -1.5170199390527486, -1.5270164771032213, -1.536807429420638, -1.5478178070884823, -1.5470701852141573, -1.5772306532858564, -1.571481433722998, -1.549763900253798, -1.567265263784553]","[-1.5150301123084668, -1.5214282550895755, -1.5267161915125493, -1.534604326081479, -1.5283475669147615, -1.5512249210896139, -1.5445283928001468, -1.5139491033787076, -1.564557961844856, -1.2197414261335675]"
98,"[-1.3969764151752257, -1.409425412412014, -1.4232187672660017, -1.4365107176035905, -1.4486337752223277, -1.464696135479238, -1.4652774349578919, -1.5041445583828987, -1.5236887202390732, -1.5389712105297746]","[-1.3929607596034417, -1.4038994105318794, -1.4134294220963726, -1.423221681990684, -1.4342162569770822, -1.4341422594113042, -1.466499426863878, -1.458449446126609, -1.4473775760231307, -1.4587553064299514]","[-1.3955797591034451, -1.403361729883788, -1.4102628627579787, -1.4183986117851117, -1.4140190385069826, -1.4470346361186484, -1.4296648833688477, -1.3938384946223477, -1.4337110105689743, -1.0605454031165817]"
99,"[-1.2757029018351584, -1.2902041726732403, -1.3053076851168424, -1.3200361791053563, -1.3338836475262195, -1.3407218774767369, -1.341082193084132, -1.3865036481396071, -1.4016134581864588, -1.412129251413118]","[-1.2684861375891998, -1.2806901364528969, -1.2925677505263522, -1.303693852474673, -1.3146407539897993, -1.3138468417164333, -1.352277130150462, -1.3574842757370718, -1.340511163958574, -1.31921302553382]","[-1.2796749456489078, -1.290297442365586, -1.299876542080342, -1.3097262953111521, -1.3068507709709547, -1.3593024858442686, -1.3423107345757626, -1.310332175826802, -1.3072540927847467, -0.9259487260302148]"
100,"[-1.1391627390285914, -1.152366791141588, -1.166056189907152, -1.1818474160855597, -1.195098003593642, -1.214551629719693, -1.2157020403420513, -1.254387641546685, -1.2721380332833117, -1.2835094409411734]","[-1.1321669470529225, -1.1449896002198723, -1.1568908689554003, -1.1681175015877154, -1.1813222819949654, -1.1870602358142999, -1.2189211089174417, -1.206757332013097, -1.1754701275388864, -1.189127531648722]","[-1.1380398524031718, -1.1421749730632385, -1.146808900315382, -1.1550102302842518, -1.142776403021135, -1.2121117891781708, -1.145693223368444, -1.0917961666398426, -1.1859410846643825, -0.709577485363998]"
101,"[-0.9872089426450634, -1.0038418180726671, -1.0244252763174677, -1.0446936532341147, -1.0609972241752053, -1.0827505688600445, -1.083119621029889, -1.131260470948016, -1.1554215098682994, -1.1637171306599134]","[-0.9776905655375157, -0.9928665795809064, -1.0068492965287004, -1.02119417502344, -1.036185066353384, -1.0259032008683715, -1.0628534612691436, -1.0500738864278827, -1.0232851823306117, -1.038144750658277]","[-0.9815562592368482, -0.9912537617158054, -0.9985787888538001, -1.007829781762874, -0.9983521254282355, -1.0350967647056937, -1.0171158631812691, -0.9875947517823338, -1.0087781121503472, -0.476847486711657]"
102,"[-0.8165011327057897, -0.8378987401068031, -0.8599274936407625, -0.8816418196350156, -0.9022473390489637, -0.9330285317539989, -0.9238897967427789, -0.9786961446791708, -0.9987010057359754, -1.0110338009238062]","[-0.8039525118939969, -0.8163478500493261, -0.8275962644540164, -0.8388066483013722, -0.849117612028906, -0.8576011904798838, -0.881818257766256, -0.8652657256745192, -0.8438443714104983, -0.8745216266535613]","[-0.8229627510746396, -0.831192617698518, -0.8397424523000991, -0.8488746112426198, -0.8371348245283043, -0.9209400726695931, -0.8672240315218842, -0.835960311277715, -0.8610879382332242, -0.2667846283157742]"
103,"[-0.6305842327226443, -0.6507757587630791, -0.672368560199861, -0.6946982389588399, -0.7159139758248372, -0.7476156039435906, -0.7433587729271991, -0.8060336604055507, -0.8382975428637607, -0.8420212550361199]","[-0.6234110501302929, -0.6399763916327209, -0.6536068525804729, -0.6707520727707595, -0.6841507293923349, -0.7065690961374492, -0.7546052281452865, -0.7086174172057361, -0.7100454588128776, -0.691358694870636]","[-0.6388224443590992, -0.6501381123608702, -0.6621905952862256, -0.6805601116440051, -0.6735189949332528, -0.7787265499292665, -0.7048750166951471, -0.6637502853928857, -0.7483239566146188, -0.13133666861641935]"
104,"[-0.4300034205582996, -0.45524179666909176, -0.4824854406681915, -0.5093629538235327, -0.5337304557827374, -0.5735496106711289, -0.5623717085612079, -0.6345679835570117, -0.662469191585209, -0.6651281277802845]","[-0.4135602952917755, -0.42874182835274344, -0.4442914303397477, -0.4588082812731803, -0.47501100301795607, -0.5087451793258727, -0.55159107670241, -0.5459602356893659, -0.49603947931953674, -0.5162782830191494]","[-0.43407638110374636, -0.44369325246816105, -0.4536387195826096, -0.4707674795777125, -0.46460518306275433, -0.5789011872388942, -0.5244783393122775, -0.41945389723559445, -0.4595330848373992, 0.1248226270995515]"
105,"[-0.22323037823818354, -0.24440966500125555, -0.2713383301176849, -0.2958550727941814, -0.3172737169095102, -0.3470788742431226, -0.3318657078795853, -0.39071223372749714, -0.4174338751488152, -0.4089260888301554]","[-0.21229847984265043, -0.22757505623500301, -0.2405640464077468, -0.25862984543542816, -0.27642977980773403, -0.31407896799843266, -0.3641891740063901, -0.3441542666206832, -0.3126231338630195, -0.30005074104170754]","[-0.25322910050755876, -0.27050123575037854, -0.2980591787666692, -0.3354032917589559, -0.3555237373978509, -0.4587480595976724, -0.41047594907587903, -0.27452201607531446, -0.28224971123865383, -0.0003783924215151613]"
106,"[-0.10091719502771195, -0.12413607822919186, -0.15173917362654504, -0.17643712187373933, -0.19958289439046678, -0.2308345744963914, -0.2119429233130246, -0.2740404354985982, -0.29950447293186483, -0.3032835168410271]","[-0.06316390232007454, -0.07491574407379578, -0.08421050541858624, -0.09431451902549218, -0.10961705882857989, -0.1131114276946659, -0.16261013102542113, -0.17642414447675894, -0.1585002380312557, -0.15948988491493712]","[-0.08144103144008538, -0.09794913013178727, -0.11616084878045937, -0.14175407741863152, -0.14901347472045443, -0.21276490403983614, -0.21663259658675513, -0.17463620323400816, -0.1620111227006825, 0.15046792626667896]"
107,"[-0.03352694369163263, -0.04539475186969984, -0.06235653504039991, -0.07595362297501314, -0.09001617382522571, -0.10848270605560291, -0.10097660606037724, -0.13669740517865764, -0.15464756747018443, -0.17340508771370994]","[-0.012536981413160632, -0.02170478858986981, -0.029552519591544937, -0.04060743031093962, -0.051466590063666176, -0.04588528982365615, -0.08119507021272666, -0.09213627110237367, -0.10657238475049026, -0.12382394894028194]","[-0.01751078215769146, -0.02925240823409174, -0.04482309070757244, -0.05956026182851408, -0.04853036643347357, -0.08786196650347326, -0.09857111533513878, -0.1175137545668206, -0.1418425786995015, 0.039037058899489885]"
108,"[-0.0036124774126447007, -0.005181887616600768, -0.008726430089410321, -0.011602454549830334, -0.015326156943302529, -0.01863662615531303, -0.015948351669322625, -0.02735765298010029, -0.033605721510212794, -0.04171033362970866]","[0.00032613985911717007, -0.0007316579509455961, -0.0002182125978101295, -0.002124011509858469, -0.003080096030880163, 0.0049212072693813344, -0.006493417481232832, -0.008671310665358256, -0.01563598721315379, -0.022712333528597306]","[-0.0018778940151925737, -0.004379551713496035, -0.008105679270952529, -0.011640188372835106, -0.008359671658977455, -0.020520545630856937, -0.025426452602400965, -0.034810920800223535, -0.044890551450803465, 0.0007794810504172384]"
109,"[3.5500612227679085e-08, 1.3314812719045221e-07, -6.691825736737655e-05, -0.00010591421786187993, -0.00021435888819354432, -0.00034303632318000155, -0.00023623921341453524, -0.0008613690025285337, -0.0012556109741908017, -0.0019715053659510318]","[-4.449890330326944e-06, -5.0076212719907254e-05, -5.878263724345967e-05, -0.00013466742635548368, -0.00021534643125098452, -8.011146670516833e-05, -0.0006617823102356146, -0.0010782892360662322, -0.001774708741468678, -0.002455642506138722]","[-3.4061289298170805e-05, -0.00010755543884477542, -0.00023336848938959614, -0.0003380435297370978, -0.0003685360294551911, -0.0010283499592700365, -0.0013720647417725387, -0.002164071820189184, -0.0030613869181619346, -0.00030782811667484644]"
110,"[1.747575417709868e-08, 2.394581599673984e-08, -1.416951889154916e-09, -7.167374072025723e-08, -2.5798660097109405e-07, -2.5020965299660247e-07, -2.442561282123279e-07, -7.798486336696442e-07, -1.5215705531090862e-06, -4.269447359206424e-06]","[-1.9069534840099323e-09, -8.483959090810345e-10, 8.994275657592254e-09, -6.2668464861914686e-09, -5.7893378868634215e-08, 8.944257001708422e-09, -6.353109806012114e-07, -1.2779003649709963e-06, -3.7423281450399415e-06, -7.370537387418885e-06]","[4.951536070052498e-09, -4.6451358315380276e-09, -4.461998592830696e-08, -1.0975739250795868e-07, -1.4201441977945706e-07, -8.174731132015722e-07, -1.563202152610188e-06, -3.600907296785749e-06, -8.20679492186116e-06, -2.686296678433564e-07]"
111,"[-6.843698517943278e-16, -1.0647040934325531e-14, -7.098964776793115e-14, -5.353677497121495e-13, -2.7545840968584295e-12, -2.9945122913579575e-12, -3.4988277934773088e-12, -3.2192906578508024e-12, -2.583685428377795e-12, -2.6340405977484064e-11]","[1.475845219823949e-15, 6.059213342250432e-15, 1.633085239778685e-14, 5.6575474811020694e-14, 6.481131985631376e-13, 2.8784596259754584e-13, -7.154880635072615e-13, -2.0884357175106262e-12, -1.4514504571942608e-11, -5.787910467717607e-11]","[5.030461758140457e-15, 2.2614960610829824e-14, 5.675520630858211e-14, 1.0344948655978447e-13, 5.422183808241892e-13, -1.6448116901083827e-12, -3.774560541342897e-12, -1.6489314270391297e-11, -7.597548026344142e-11, -8.703660204496366e-12]"
112,"[0.006467550992965698, 0.011417210102081299, 0.017146795988082886, 0.021848410367965698, 0.026950359344482422, 0.03233557939529419, 0.038472771644592285, 0.044493794441223145, 0.05011018132790923, 0.055978314485400915]","[9.160604719227194e-08, 1.1793931875558883e-07, 1.6820110815274347e-07, 1.917133101159152e-07, 2.2550610445648545e-07, 2.6686010379251e-07, 3.4574574492296506e-07, 4.1528975280868963e-07, 4.6291488509098144e-07, 5.24092195419712e-07]","[1.9784025806490746e-10, 2.3164512322204622e-10, 3.1723633789337846e-10, 3.468867623701577e-10, 3.957978805813056e-10, 4.596468483608618e-10, 6.348293557500995e-10, 7.664822110342584e-10, 8.437660015125914e-10, 9.578697210410603e-10]"
113,"[0.0046694278717041016, 0.00961485505104065, 0.014667391777038574, 0.021156758069992065, 0.02587789297103882, 0.030621469020843506, 0.03557279706001282, 0.04267120361328125, 0.04718648409470916, 0.05260594794526696]","[2.153974243412904e-08, 5.199640362718583e-08, 8.33581932369043e-08, 1.6687199000386954e-07, 1.903531341440612e-07, 2.173488535817114e-07, 2.4861794223340894e-07, 3.6654164681237944e-07, 3.8682512837340255e-07, 4.2293251567571133e-07]","[2.7759747625588638e-11, 7.172070749794646e-11, 1.2050734889135217e-10, 3.1476987162604164e-10, 3.4621234872023177e-10, 3.846312556649023e-10, 4.3211563320599833e-10, 7.67834558088043e-10, 7.955788493274607e-10, 8.538026639859364e-10]"
114,"[0.004770547151565552, 0.009229272603988647, 0.01364871859550476, 0.01912042498588562, 0.025053858757019043, 0.03136482834815979, 0.03800058364868164, 0.04431012272834778, 0.04931993177160621, 0.05387510731816292]","[3.099593826050295e-08, 5.2523441596008524e-08, 7.203166063618482e-08, 1.2615004507665617e-07, 1.9532060591131994e-07, 2.8440950572417023e-07, 3.733489926105449e-07, 4.582018924281783e-07, 4.930716421824854e-07, 5.149507114055041e-07]","[5.672966610359431e-11, 8.753600969080289e-11, 1.1348972629721121e-10, 2.2856516852798325e-10, 3.8193610947534484e-10, 6.175656531298701e-10, 8.371006266633119e-10, 1.0473809892302954e-09, 1.1088303417811085e-09, 1.1404173837908926e-09]"
115,"[0.005630552768707275, 0.011380225419998169, 0.016282856464385986, 0.021199166774749756, 0.026057451963424683, 0.030508726835250854, 0.035613834857940674, 0.04015910625457764, 0.04610619368031621, 0.05303826043382287]","[5.531444458029e-08, 1.151535116150626e-07, 1.472403496904917e-07, 1.822436388465576e-07, 2.1642199499183334e-07, 2.3709062446641838e-07, 2.75301893282176e-07, 2.970471655316942e-07, 3.6978173767465705e-07, 4.927868033632876e-07]","[1.206870714476338e-10, 2.58905924477304e-10, 3.188486280558678e-10, 3.865855274787222e-10, 4.588711979836013e-10, 4.910294879034716e-10, 5.66518533473559e-10, 6.012294377633065e-10, 7.937953593051272e-10, 1.1919645791225175e-09]"
116,"[0.004221916198730469, 0.009150594472885132, 0.015302777290344238, 0.02082902193069458, 0.027983397245407104, 0.03277197480201721, 0.037656962871551514, 0.04373443126678467, 0.048036003950983286, 0.05303201964125037]","[1.4700824557678516e-08, 4.739407177822841e-08, 1.2569090745984113e-07, 1.7596746193504487e-07, 3.013454845657293e-07, 3.257968712588877e-07, 3.532985841658842e-07, 4.176119814403023e-07, 4.378727664899884e-07, 4.6983816925916244e-07]","[1.8143028746031575e-11, 7.742399776855535e-11, 2.8069663260410493e-10, 3.832469480657963e-10, 7.988320699370277e-10, 8.373064880329295e-10, 8.799654060975826e-10, 1.0357527752136164e-09, 1.066145498274107e-09, 1.124080516168302e-09]"
