,0,1,2,3,4
49,"[-5.240509010507296, -5.259475208474825, -5.279136920003722, -5.302361931307743, -5.322988299308847, -5.342489245934914, -5.362599409772585, -5.3846969750062925, -5.406751854001115, -5.429278954519461]","[-5.257274178487271, -5.27610931329152, -5.29873757034263, -5.319524274838179, -5.338830856305569, -5.358125038144201, -5.379302387756318, -5.400890227106422, -5.422593056854814, -5.4428743437649905]","[-5.279872859519289, -5.30253501112418, -5.322622288640902, -5.341895726200507, -5.360813744988606, -5.381746097158954, -5.403308174264, -5.424600652110145, -5.443832578759954, -5.521736415725515]","[-5.306015147143629, -5.326886086040762, -5.346366321915415, -5.365585284554985, -5.386995045715597, -5.4088704104215175, -5.431569755324748, -5.450812485316423, -5.529408406713632, -5.546082064756778]","[-5.322914786819113, -5.341471331376327, -5.359659839603794, -5.380141776237381, -5.400933170873416, -5.422748081568373, -5.443328902307642, -5.521582022491587, -5.538253819752229, -5.557977030236018]"
50,"[-5.167090364011677, -5.185570428359063, -5.2045818103726225, -5.227516068356784, -5.247630410107525, -5.266535928684028, -5.286225486757906, -5.308686435433777, -5.329192800658496, -5.35114572218314]","[-5.183536041954545, -5.201733358630923, -5.223336311483768, -5.243598923513678, -5.262624187821535, -5.281491416001705, -5.302991686815409, -5.323140684941796, -5.344740026125697, -5.364786215553073]","[-5.206168063642419, -5.2278985257316, -5.247929352061785, -5.266707383753694, -5.285425494151152, -5.306928603636063, -5.327026157366074, -5.349600464763082, -5.369007070274986, -5.436825026484168]","[-5.231403863387308, -5.251778284417591, -5.270200586276254, -5.288829598905644, -5.310269335614643, -5.330414539532861, -5.351497685866556, -5.371390387745699, -5.439760044546923, -5.457307825194797]","[-5.250237143092759, -5.268436940812476, -5.286837861367472, -5.3086856607878286, -5.328819100239285, -5.350225685589917, -5.371177399956592, -5.4395354860061484, -5.456658112310775, -5.476440232672699]"
51,"[-5.093809845241383, -5.111898597645238, -5.130630940514282, -5.152494089993313, -5.171563344391659, -5.1901285837764295, -5.209497433471158, -5.23234663376458, -5.251445465105251, -5.272491388338283]","[-5.10966406803917, -5.1275860522348795, -5.148045100684873, -5.1675228406150255, -5.185733488242737, -5.203614734526387, -5.22469717864286, -5.243063470761887, -5.263292357738725, -5.28363522556018]","[-5.132722189983274, -5.154828191136862, -5.174364013930703, -5.192503689190294, -5.210763579567815, -5.233241161664869, -5.251565872093583, -5.271510063072587, -5.292231954967524, -5.353077825492169]","[-5.157820331224524, -5.177662803151929, -5.195503078692877, -5.2137934158680075, -5.235994873860204, -5.253747359209978, -5.274373989844047, -5.293561047234856, -5.354983890720927, -5.372477853962504]","[-5.176161234051577, -5.193993347481481, -5.212066381022922, -5.234223230526439, -5.251991797954432, -5.272600761399261, -5.292817254335276, -5.354134646028868, -5.371570416510693, -5.393415891349903]"
52,"[-5.020994109117671, -5.038655572586938, -5.056801904940292, -5.078619043358847, -5.097330165111705, -5.11533234735696, -5.134138903596684, -5.155975135990664, -5.174794782900497, -5.194998965614721]","[-5.03703179755551, -5.054612651330654, -5.074812870336, -5.094079905984227, -5.111962908742253, -5.129739550736968, -5.150512633708541, -5.168505892020885, -5.187950426575963, -5.207513246548597]","[-5.059713023879934, -5.079695278012562, -5.098777196535278, -5.116585147732306, -5.134486599990535, -5.15504976285379, -5.172850358465124, -5.191944594660211, -5.211649424561668, -5.270005560645271]","[-5.085099900256934, -5.10370465007061, -5.121257543679419, -5.139485877122822, -5.161198951419535, -5.178752578910532, -5.198852578293624, -5.217713683959189, -5.276793904718104, -5.294741081189456]","[-5.103126059889883, -5.1205318585486115, -5.138386917904109, -5.1599591594637335, -5.17757499371478, -5.196531401619405, -5.215922196999282, -5.274760463878602, -5.292329229086727, -5.31335987676689]"
53,"[-4.948007842249517, -4.965128855503444, -4.982862809396629, -5.003594852707629, -5.021411316192989, -5.039068098834996, -5.057631699092035, -5.078235815934185, -5.0966356207647365, -5.11623580726171]","[-4.9648595582040755, -4.98191844292905, -5.001088822195193, -5.019521761620304, -5.036907775262257, -5.0544183775129525, -5.073809407586118, -5.09137668826606, -5.1102291605713575, -5.129424672508499]","[-4.987492233733807, -5.00732913448957, -5.025235455702219, -5.042486457373176, -5.060321338693772, -5.0799937902345995, -5.0973943641736845, -5.115676813046608, -5.135295264641915, -5.197667438755904]","[-5.012415683228653, -5.030213054601234, -5.047097267914694, -5.06517959605543, -5.084704805497211, -5.101917859498542, -5.121099954802673, -5.139672745350879, -5.202553425315898, -5.219797050912064]","[-5.030744348139625, -5.047743415878277, -5.065325709478121, -5.0853695836375765, -5.102667205453973, -5.121894915075164, -5.141210414887529, -5.203997157932382, -5.221676515833598, -5.242201798082452]"
54,"[-4.87551109583967, -4.892210350352457, -4.909555644708803, -4.929580426755479, -4.946824275869062, -4.9639491094081905, -4.982207273113659, -5.001186504009297, -5.019566337558558, -5.03837523328059]","[-4.893231649567941, -4.909714347367743, -4.928127645199755, -4.94555748688207, -4.962270655354121, -4.979591575136045, -4.9978994360767395, -5.015370559563497, -5.0333593642912895, -5.052142585312584]","[-4.915549240362514, -4.934573675793279, -4.952100907739867, -4.968840563025941, -4.986401514437665, -5.004870352622737, -5.022321912747492, -5.039045407724251, -5.057666673612465, -5.126844927024711]","[-4.940136815868262, -4.957150199897531, -4.973673860989455, -4.991556193195227, -5.00980686347926, -5.026785451434496, -5.045527958758119, -5.063311876244787, -5.133090013153795, -5.150448161624316]","[-4.958425007454989, -4.974665363945005, -4.992526154659626, -5.011127587102291, -5.0280596033408615, -5.046225327692864, -5.064894191615221, -5.1349484619423125, -5.152334190599558, -5.168502755157587]"
55,"[-4.8025359548418205, -4.818818652981369, -4.835781238952128, -4.854877730810491, -4.871523166054336, -4.888514006489364, -4.9069475363729875, -4.924810731762497, -4.943177876973001, -4.96105772627279]","[-4.820739261055643, -4.836658396939094, -4.853346240887697, -4.870444902399833, -4.88659896067744, -4.903060133749897, -4.920723860333021, -4.93863486609822, -4.954637860128934, -4.972973891714866]","[-4.843027293783121, -4.861750559982352, -4.878818899494104, -4.895108454030447, -4.913296269353919, -4.930986518141322, -4.948552426051788, -4.966375876319103, -4.983542598884992, -5.05927297483056]","[-4.8664520984576685, -4.882595189480637, -4.898483383102868, -4.91609741431341, -4.932559483318184, -4.949292872665976, -4.966913424997185, -4.984050687967394, -5.060364086745833, -5.077828270016764]","[-4.885596894940507, -4.901628858691227, -4.919272589778673, -4.936761428883445, -4.953575463315618, -4.971385383328569, -4.9895410438088295, -5.065964919796359, -5.083151233663928, -5.101220703965199]"
56,"[-4.72984428754622, -4.745634146543088, -4.762331313030662, -4.781054094942155, -4.797220353545489, -4.8139732727276705, -4.832521899180355, -4.849526402117553, -4.867926689373197, -4.885899169878902]","[-4.748785647792522, -4.764646432591382, -4.783559988481704, -4.800333147166077, -4.816352014658753, -4.833108742950264, -4.850773019013706, -4.869065500093404, -4.885479505402747, -4.9047612745741045]","[-4.770534750442943, -4.78930695764347, -4.80579905993863, -4.821837304528794, -4.840369079630813, -4.8574417423419565, -4.87532952278479, -4.892500143866977, -4.909702007096252, -4.989975188296279]","[-4.7954087354296755, -4.811294859653146, -4.827053737273247, -4.845752016087801, -4.862188719590933, -4.879579790314467, -4.8981715686673235, -4.915628252928884, -4.996705627446802, -5.014643645291955]","[-4.812829262174625, -4.828816284023184, -4.847428350307006, -4.863862220726866, -4.881469345249195, -4.89978064277019, -4.917912668146152, -4.999073310352821, -5.017117796994705, -5.037499132163782]"
57,"[-4.6583216008811545, -4.67345080106401, -4.689412489075894, -4.707547265578742, -4.722953460653062, -4.739248623613949, -4.757161100868816, -4.773542586256499, -4.791810977746482, -4.809661283631558]","[-4.677906910086419, -4.693091119768466, -4.71028741927668, -4.726192145737256, -4.741631363647427, -4.759036497341837, -4.775322660001363, -4.792830818461622, -4.8098644960097925, -4.828213001730289]","[-4.699434620787545, -4.717402286355539, -4.733006030780419, -4.748325352084978, -4.766490534407242, -4.782414228183373, -4.799627246794446, -4.816034663927897, -4.833472010207518, -4.918097358656271]","[-4.7236047499830995, -4.739155621362773, -4.754361504783777, -4.773149583583621, -4.788942504769114, -4.806295236667541, -4.8238946889545, -4.841528007855562, -4.926746497025636, -4.944605821838525]","[-4.741551369811471, -4.756828141781564, -4.773768340620275, -4.789322494912024, -4.80607510489511, -4.8226268062471105, -4.839534628587837, -4.924842487472172, -4.942675196948524, -4.962766380432124]"
58,"[-4.589148093742605, -4.604033004288848, -4.6197584902693585, -4.637462712620671, -4.6528860272665575, -4.668814997916396, -4.686475828086312, -4.702381096576627, -4.7199016304512575, -4.736669555102761]","[-4.609614762841021, -4.624555040514325, -4.641639355933522, -4.6575905162750235, -4.672653496628856, -4.690095514422511, -4.706333699068283, -4.722703328719591, -4.739194825655078, -4.75792165509448]","[-4.630881115056873, -4.6482697382646805, -4.6641340360122925, -4.679217278220058, -4.696873660393358, -4.712724612288476, -4.729393123843074, -4.745694683127404, -4.763961824782491, -4.85056994409144]","[-4.654547081141124, -4.66935703791524, -4.684330869278262, -4.70195883307452, -4.717002653329025, -4.733456517381916, -4.749960982052932, -4.7671226885154345, -4.85575716458107, -4.871127934007297]","[-4.671980868708829, -4.68664597874556, -4.703884996157626, -4.719131848458687, -4.735575631876031, -4.752485886831323, -4.769419637192527, -4.859002385903636, -4.875900230054299, -4.889866029527525]"
59,"[-4.520436260296832, -4.534963882907163, -4.550453616685103, -4.567863475910257, -4.5831489697162615, -4.598948980129193, -4.616219319782089, -4.63199586086614, -4.649279365694951, -4.665883791080545]","[-4.541447190879252, -4.555520643791523, -4.571165713793006, -4.586836670836773, -4.601503545729782, -4.6173382888868115, -4.632632708488371, -4.648245468115773, -4.664823391786184, -4.682171994200315]","[-4.562567422386878, -4.578277627226584, -4.593314597603553, -4.60800686873185, -4.624127608013027, -4.639114054140323, -4.654255459305518, -4.671592459303015, -4.689593062025183, -4.777887359481924]","[-4.586557292731438, -4.602190790118609, -4.617277984859381, -4.6341982943731885, -4.6496252728420835, -4.666057910190855, -4.682135911079083, -4.701054876090918, -4.791856316270266, -4.811412749232684]","[-4.602815959735558, -4.617413522808597, -4.633857166527555, -4.648516932635353, -4.663977736740158, -4.679568477107928, -4.695724554492877, -4.787412531806872, -4.804965721576259, -4.823720181493805]"
60,"[-4.451764357713778, -4.46633780512007, -4.48211888174506, -4.499590556574781, -4.515305170295556, -4.531042452407797, -4.548127350834926, -4.564114957554062, -4.580761813996156, -4.596533540142496]","[-4.473211130543968, -4.487951212979278, -4.505241279906949, -4.521293511099538, -4.536604464470765, -4.553581059395691, -4.569568198590895, -4.584498997263035, -4.597920407026431, -4.6154118594223466]","[-4.494992552035566, -4.513151377149935, -4.529573507317419, -4.544773750648911, -4.56178963062268, -4.57760297757488, -4.593169032306488, -4.609001797334368, -4.626349349216635, -4.719308522240336]","[-4.5164013149854005, -4.531491886701828, -4.54555533441568, -4.562609284993655, -4.577212124009079, -4.591904768597728, -4.608020998414999, -4.623952627059466, -4.717510804411417, -4.736244715627676]","[-4.534031188876921, -4.548579520376021, -4.565737177447969, -4.580817378887528, -4.595903098413342, -4.612210649827117, -4.62908091937899, -4.723206309431785, -4.743448588827246, -4.761764531785244]"
61,"[-4.380832389243593, -4.395304205142607, -4.410963334389677, -4.428421315052261, -4.444299124427785, -4.459862854578247, -4.4767218122861285, -4.492012400426616, -4.508399427183618, -4.524806697168102]","[-4.40319945060991, -4.417610225764739, -4.434035820452201, -4.450430364845025, -4.4657535380997535, -4.4820075626798745, -4.497570732174146, -4.512086894860196, -4.525990183030891, -4.543872384851503]","[-4.42380818878905, -4.440082052402656, -4.455496761627953, -4.470216722839038, -4.486605217360418, -4.501273900881867, -4.515931032278101, -4.528548968635957, -4.54569058833317, -4.638338103570502]","[-4.445404058051493, -4.460442959060159, -4.474349952032056, -4.4909287418324615, -4.5053356790069605, -4.51953012376019, -4.535321741094079, -4.551801345040288, -4.647319181551423, -4.663620742698398]","[-4.463458640476964, -4.478676211996279, -4.496049826009474, -4.511544381244383, -4.526585937453709, -4.542862144274912, -4.560044460905991, -4.65566806585928, -4.675802816612921, -4.688494906736813]"
62,"[-4.306523121834377, -4.3207328346898946, -4.335657309681753, -4.352922841847518, -4.368642661661485, -4.384033389330486, -4.401000328302959, -4.4159482456153425, -4.4322790186261924, -4.448021415562013]","[-4.32932943716265, -4.343392805714083, -4.359512267220688, -4.375301660556269, -4.390337086800408, -4.4066173988915205, -4.421715488243771, -4.436048912402165, -4.450358748022389, -4.468278310779405]","[-4.350035544849338, -4.366083868212404, -4.381431628383102, -4.395598640098574, -4.411796170651319, -4.4263365654194375, -4.440676386832597, -4.4561714421877285, -4.4736690971919915, -4.564469106859865]","[-4.3710833530233355, -4.386456059600517, -4.400800925988063, -4.4170298514247985, -4.431532087113068, -4.445886202465102, -4.4616649042175265, -4.47887891748111, -4.571694122935936, -4.591306792880699]","[-4.388407838928613, -4.402529187898251, -4.419123076300236, -4.433471538524243, -4.447636352318439, -4.463310449781927, -4.479813714909467, -4.5743534988044825, -4.596268845188531, -4.613623732167396]"
63,"[-4.228212357281965, -4.241788943081421, -4.256134550801736, -4.272018810517412, -4.2868611950122535, -4.301716757721525, -4.318365143395287, -4.332525861232799, -4.347941884554249, -4.363356478295547]","[-4.251918139375823, -4.265656718492584, -4.281219500556665, -4.296755333870726, -4.311058168739157, -4.328005842372852, -4.34266658171274, -4.356201477788465, -4.371419633247035, -4.386963612839656]","[-4.272616076746096, -4.2891779425526755, -4.304688584522416, -4.319027817339708, -4.336408123836924, -4.350477192082514, -4.365217557639887, -4.379197784231116, -4.39425656897675, -4.482212125786652]","[-4.292133990144203, -4.306891969805429, -4.320369913643072, -4.337015471821497, -4.350300193233261, -4.364204404344628, -4.3794050164798595, -4.393136360151539, -4.48203164379097, -4.501036921916375]","[-4.31114649319238, -4.325286228332287, -4.34269577277041, -4.356959303032225, -4.3712702329564745, -4.387374944176143, -4.404448104213541, -4.492784586857622, -4.516282363917297, -4.534121035720771]"
64,"[-4.147154866318191, -4.1604777049002895, -4.173932049955214, -4.188818516741479, -4.202933853092576, -4.217372501800741, -4.234912576685632, -4.2485242016343125, -4.26399520372131, -4.279971368211294]","[-4.170705644340682, -4.183197799996901, -4.196983201356101, -4.210736666732895, -4.224038607367742, -4.239642718733716, -4.253048749567437, -4.266395992526281, -4.280137702749538, -4.296001346708703]","[-4.191455394806067, -4.20608873463581, -4.2204087533370656, -4.233886685998837, -4.251426317574183, -4.264255600826542, -4.278518404656748, -4.29275939784358, -4.307684084245662, -4.388236252436141]","[-4.211532716775808, -4.225265866281959, -4.238528505104157, -4.255482075872394, -4.267956353860471, -4.281809294732782, -4.296613477306935, -4.31137322182444, -4.392214852521691, -4.411355889538798]","[-4.229703357951515, -4.243240017020875, -4.260913276621872, -4.273887106725746, -4.2880767784507805, -4.3033495904372865, -4.319297051565521, -4.400365619497173, -4.420936950059407, -4.438942552121156]"
65,"[-4.066343683700395, -4.07918871934278, -4.092248187351358, -4.106495219233763, -4.1202105376379015, -4.133950603145492, -4.15287109925164, -4.16525265569551, -4.180292439597976, -4.196109165388477]","[-4.091132864569749, -4.104096654084946, -4.118100412403669, -4.13204575071993, -4.145446041812624, -4.1638076419285195, -4.17696902922305, -4.191093463664378, -4.206701525700714, -4.222623725635435]","[-4.111328485244444, -4.125601966687968, -4.139447704711488, -4.152796915554932, -4.171852857628396, -4.183976224446228, -4.198712077745727, -4.214072575615278, -4.2285464581190855, -4.301782111459902]","[-4.131067163594266, -4.144604516498943, -4.157727343313595, -4.176036105774542, -4.188105886154076, -4.2021406752096615, -4.217879210882088, -4.23166965535303, -4.3049672453703485, -4.3285107522310815]","[-4.1485662156939656, -4.160936359711006, -4.177587699539974, -4.189316626101747, -4.2028767572939545, -4.217311529837564, -4.231461448058501, -4.3050306489914805, -4.3268099645376354, -4.344401638418451]"
66,"[-3.985624149631584, -3.9980184456369523, -4.010395286794627, -4.023576743159318, -4.03662414867791, -4.049934845607603, -4.0693015066942815, -4.081044668521607, -4.096149519275749, -4.111784385707105]","[-4.010537660294405, -4.022938685105375, -4.035994253666333, -4.049243589476875, -4.062202614345781, -4.080953663760058, -4.093365947329632, -4.106745637566975, -4.122477439777187, -4.137715469659499]","[-4.030069222354452, -4.042715083488385, -4.055313719117205, -4.068265290611546, -4.086734119483392, -4.0979949884648725, -4.112594311737578, -4.125520884671371, -4.1413544748510525, -4.2074302617992565]","[-4.049156803740681, -4.061442188090206, -4.073610317996264, -4.092127774945022, -4.10310946880889, -4.116706251269699, -4.131630000761271, -4.144660479492069, -4.210885412162662, -4.232413831269861]","[-4.068514298926221, -4.080870597901868, -4.098762502241062, -4.109987068268584, -4.12394902603619, -4.138888290430533, -4.153282738569306, -4.219587735178994, -4.241810621040987, -4.258380371424483]"
67,"[-3.903247299594221, -3.9154218705272053, -3.9276843927701686, -3.940520421591935, -3.953111340281901, -3.9662743089621637, -3.9854103894805286, -3.9967830553551886, -4.011522128236828, -4.027180525464353]","[-3.927653693273504, -3.9390763553379373, -3.9512535842655496, -3.9627485523520307, -3.97488346105053, -3.992859078250666, -4.004340565442879, -4.018387938529093, -4.032219228945513, -4.046486701495786]","[-3.9471394150100765, -3.959001812203985, -3.9708735719837365, -3.9827527963139233, -4.001214500568073, -4.012020088783663, -4.025412336974602, -4.041319648786645, -4.054321403666597, -4.116015954925876]","[-3.9671901076219465, -3.979390178167024, -3.9917679348147894, -4.010737111151912, -4.021791826293566, -4.03611404384742, -4.051194327243366, -4.064643281803229, -4.126269257918694, -4.1496315983242775]","[-3.9857582167123358, -3.998065820555846, -4.017099241386811, -4.028216318819384, -4.042400681074421, -4.057706241156618, -4.0721404586319725, -4.134170028973083, -4.159463436934809, -4.178552228618125]"
68,"[-3.818838388276574, -3.830649746199426, -3.8424445470695465, -3.8549082312633365, -3.8670972050999373, -3.8794577062030404, -3.898034233217415, -3.908908108798143, -3.923188949552652, -3.937884325710413]","[-3.843343966032572, -3.8546413912877515, -3.866699660520263, -3.878406445819147, -3.8899775523200706, -3.9069146796569303, -3.918078270132847, -3.9310897461578325, -3.9457515937715844, -3.9596611702323035]","[-3.8625446161900383, -3.8747626482222897, -3.887046619755469, -3.899072654051028, -3.9163116379354816, -3.926733658154748, -3.9402222796057087, -3.953807866637848, -3.9682083460216147, -4.0276004443590265]","[-3.881070116463668, -3.8923890822786755, -3.9040541992742486, -3.9210998815704055, -3.931303525272376, -3.9439156557653017, -3.9574191271547146, -3.971360851939387, -4.030938335623212, -4.053456650044389]","[-3.9000382113764718, -3.912097396099074, -3.930536128350599, -3.940892251909776, -3.954945667416854, -3.969125128121181, -3.983268576444192, -4.043510886610552, -4.067408113510414, -4.0857206273386915]"
69,"[-3.7337428974745057, -3.745148405508437, -3.7564306427550695, -3.768371410743632, -3.7799753538158916, -3.7918625800696395, -3.8092412995931886, -3.8192208791909, -3.8322051326570294, -3.845892785192766]","[-3.7576140580340067, -3.7686122875301877, -3.7807944673686067, -3.7920260071395675, -3.8035292034609953, -3.8201018390818278, -3.8304950050650874, -3.843353193776194, -3.8560588700338045, -3.86925310786951]","[-3.7761431108168466, -3.7885784846670134, -3.800710347009371, -3.812215248582433, -3.8306137365228636, -3.84011604776002, -3.853041633491884, -3.866620795329581, -3.8787263878560765, -3.9384827041006787]","[-3.794913966261447, -3.806273566611708, -3.8174855867928272, -3.835006893665195, -3.8445056761211163, -3.8569309106624132, -3.8703308608910447, -3.8810862443006044, -3.94017920182705, -3.9646148188567167]","[-3.8121977801705356, -3.8234699656526203, -3.8406718866238947, -3.850250816837942, -3.862504461714124, -3.8755735251391883, -3.8886114730770345, -3.948396939718222, -3.9741557742739673, -3.9913902226174827]"
70,"[-3.649713884332798, -3.660628804230712, -3.6714522701144436, -3.6833280150234917, -3.6946037367373923, -3.7054774428174118, -3.721200824008904, -3.7304582123100976, -3.742233118267379, -3.7550019791737417]","[-3.6727019078036904, -3.683545615052259, -3.69584050075469, -3.7071796576431155, -3.718167556909299, -3.734363090706444, -3.743932175909555, -3.755611265537715, -3.7680941489463806, -3.7808656911304355]","[-3.690016183739033, -3.7015424498519565, -3.712679157701757, -3.723261755628016, -3.738448967894044, -3.7473409629589582, -3.758090062735107, -3.7698896692297126, -3.7826827482483054, -3.841680062671628]","[-3.709458646503768, -3.7206783407829023, -3.731973041919551, -3.7478040802753783, -3.756774983508072, -3.768246578191898, -3.781137930368564, -3.7937366563356734, -3.853201718208871, -3.8775078832633114]","[-3.7258402631309036, -3.736758595394731, -3.7531673387315276, -3.762150838102043, -3.7738995990406874, -3.786405448864043, -3.798957820112646, -3.8587276852380636, -3.8851540825020674, -3.9016835494589213]"
71,"[-3.5665660918748885, -3.57703320393925, -3.5874538364878803, -3.599280087190023, -3.6102151543891936, -3.6208282829320937, -3.635655361140421, -3.6444697490951925, -3.6555745656660705, -3.667575331317535]","[-3.5880956581054404, -3.5981777465162947, -3.6096436275361254, -3.6202496882720068, -3.63058776000572, -3.645157627408035, -3.654056854192741, -3.664315601457484, -3.6755989246262386, -3.687552191895075]","[-3.605833905010198, -3.618152896134828, -3.629373300081764, -3.640007740079139, -3.65609500948963, -3.664462174481426, -3.675444448559259, -3.686337093083833, -3.6983409265118583, -3.757455367787455]","[-3.624616520920442, -3.6356756374925836, -3.646557102420972, -3.662765626305388, -3.671224836701201, -3.6822101496845945, -3.6941193653956517, -3.7038546795711382, -3.76201708938335, -3.7929779453888997]","[-3.64032651716594, -3.6511215805051136, -3.666298808061819, -3.675008113959174, -3.6859371871662545, -3.6976178442103076, -3.7095669195962357, -3.7682303287995267, -3.7957993228894877, -3.8138815895629334]"
72,"[-3.4824733923803204, -3.4925389805491203, -3.502916940828704, -3.5141107517908448, -3.524825350722217, -3.5349795458520883, -3.549365318721079, -3.5573706900383466, -3.567769701933407, -3.579284280879342]","[-3.502560590102466, -3.512616437568458, -3.5240785700149257, -3.5340821032292564, -3.5442500837958772, -3.5578836069322546, -3.5660755435816367, -3.576542167632969, -3.5873838958210666, -3.599955965473445]","[-3.5198660906397743, -3.5320109216489834, -3.543425392731373, -3.5535098029294057, -3.569557995907311, -3.5773936253034515, -3.58765462450618, -3.5995369510718627, -3.6115930037566466, -3.6681336382397456]","[-3.5389790010587032, -3.5500990391657408, -3.5608639304474647, -3.5754481607065256, -3.5833259873971994, -3.593925024098223, -3.6053960441560204, -3.6169644498214777, -3.6729696818575914, -3.6996566520021017]","[-3.5547042235573016, -3.565612777865418, -3.5817049348567807, -3.5898255619992696, -3.601302007011064, -3.6130258727659665, -3.6250720823024594, -3.6814298124824845, -3.706235166436919, -3.722130110285171]"
73,"[-3.397068715467324, -3.4066063275553486, -3.4163281310342453, -3.4271255645893715, -3.437166540696492, -3.4469192324198983, -3.460857523418238, -3.468458330537399, -3.478728209900876, -3.4895643548101387]","[-3.415920703660853, -3.4258658336365295, -3.437105833541758, -3.4473351659143043, -3.4571872874984217, -3.4715846665093375, -3.479074194085009, -3.489633519191451, -3.500507940527208, -3.5118109136709643]","[-3.432551824594694, -3.4444483417224463, -3.4555967814427193, -3.465867369542676, -3.4812186026152547, -3.4885151932154175, -3.4979673732210275, -3.5105223037440654, -3.5226648660514828, -3.5742524253342625]","[-3.4515317771452594, -3.4623875208067822, -3.4729437390211153, -3.487466575564735, -3.495002203142189, -3.505444512223743, -3.516604206046008, -3.5284445085431564, -3.579311317285441, -3.6053702612276304]","[-3.466523647418614, -3.4763338119894223, -3.4908720293253617, -3.498296197148408, -3.508446962217237, -3.518887032399322, -3.529754195938255, -3.5812754860319154, -3.6072612354703204, -3.623420145938541]"
74,"[-3.3101871760829114, -3.3192035250632785, -3.328247194391372, -3.338188636329653, -3.3477264216436766, -3.3570953600375675, -3.3712140305234812, -3.3778447948663257, -3.3875047985731386, -3.397600802805903]","[-3.327967205008328, -3.3371650128791335, -3.347349607309163, -3.3571031651625636, -3.3664455776268842, -3.3811907627785804, -3.38815127724579, -3.3976617468687, -3.4079120284112396, -3.4187733879478874]","[-3.345510201825133, -3.3565565983935506, -3.3673243860884816, -3.377483064605227, -3.393648343457213, -3.4002428397706956, -3.410549804399094, -3.4209539590574116, -3.4322295550427646, -3.4781125251374454]","[-3.3628952174635884, -3.372711398378229, -3.3821848665552494, -3.397738419212615, -3.4045151828045306, -3.414449839126533, -3.4249890914375243, -3.4332015069389996, -3.4783656263912377, -3.5025430007094798]","[-3.378801741125145, -3.388679378153839, -3.4034919519443894, -3.4105896679219687, -3.421077732881614, -3.4320301049855435, -3.442289642943152, -3.4874654635322178, -3.5112712196540916, -3.5272792391014183]"
75,"[-3.2254391679646686, -3.234245406846912, -3.2432315418603137, -3.252548696856411, -3.262049412737997, -3.2712320428448036, -3.2862068520965293, -3.2923409956613794, -3.301688518292667, -3.3117201681355253]","[-3.2414803454651073, -3.2507955977691845, -3.2605412617324427, -3.2704702770336107, -3.279791826009615, -3.295649638026817, -3.3019853482021526, -3.311193597130342, -3.321670065261288, -3.33191628903137]","[-3.258812989284972, -3.269314065752307, -3.2799014404320515, -3.289927276959399, -3.3057127252125538, -3.31190899497805, -3.322323390459398, -3.3334451235735214, -3.3447331303635037, -3.384725626734773]","[-3.2761717368411154, -3.2859877538429827, -3.295710278165552, -3.3105452185990543, -3.316787718285832, -3.3272067796932787, -3.3379037989797324, -3.3479736321168274, -3.387629004617247, -3.410729036157045]","[-3.292298046165462, -3.3017770668876723, -3.3167696783704117, -3.32304972618943, -3.332916620412226, -3.3437004613143757, -3.353871146441753, -3.3936016058934286, -3.4179431854200915, -3.4327229207766607]"
76,"[-3.1404254591264236, -3.1485737446867335, -3.156909232603799, -3.165107601898204, -3.1740492802285063, -3.1823855094783413, -3.1971423352308976, -3.2028015704065966, -3.2120708777741003, -3.2219503448516535]","[-3.1558072832605606, -3.164570319951213, -3.1732162931195265, -3.182456525527573, -3.191265575141347, -3.206136785001195, -3.211959172059483, -3.221384565365202, -3.2314957454993194, -3.241820307467765]","[-3.1729779444277875, -3.181933531129419, -3.191499369742035, -3.201006630027353, -3.2151347608879797, -3.220780393631815, -3.2302419744074933, -3.2400615909711115, -3.2511898796648375, -3.2862629364818923]","[-3.1894556951698627, -3.1988764970552888, -3.208020006957349, -3.2226203798305955, -3.2281890392293002, -3.2385233605270054, -3.2479834046204354, -3.2577044472087886, -3.2926971644152667, -3.3166953355063464]","[-3.2061166856718546, -3.214985050289083, -3.2299988176954275, -3.235632186317939, -3.2450884287526196, -3.2548874379416293, -3.264385710964102, -3.2995016868506855, -3.3255834314321464, -3.341164999203879]"
77,"[-3.056817733689294, -3.064574092167512, -3.0725123290969885, -3.08003811678578, -3.0886298925681865, -3.096841478261248, -3.1116445935397303, -3.116821521434084, -3.1256029862045205, -3.1346747106938517]","[-3.070129902573235, -3.078291772404618, -3.0861445167157124, -3.094798264564879, -3.103242147253759, -3.1178211304414343, -3.1231405753697525, -3.1329860575552355, -3.142551126895405, -3.1524118157158862]","[-3.0871882925640106, -3.095457960189438, -3.1047961146469474, -3.1139347295175552, -3.1302794220756054, -3.1356124652448356, -3.1449948612499297, -3.155503589463538, -3.1650389263305128, -3.195210356068915]","[-3.1041195356257565, -3.113065859393061, -3.1216622983075983, -3.1369141601927883, -3.142254105393619, -3.1515740077913112, -3.1616520356357403, -3.169590536129505, -3.1994055543065376, -3.2252013698190756]","[-3.120601560218919, -3.12969637405752, -3.1445295235577113, -3.1500252799565978, -3.1596231542031354, -3.16977623267724, -3.1789653308193273, -3.208825361679036, -3.234688850815136, -3.2512701477359123]"
